,Bitcoin Price,S&P500 Price
2012-08-08,0.0,0.0006208299140115781
2012-08-09,0.0,0.0004136298155781315
2012-08-10,0.027027027027027195,0.0021884801824920697
2012-08-13,0.05263157894736836,-0.0012518938450923889
2012-08-14,0.016666666666666607,-0.00012819508443062677
2012-08-15,0.09016393442622972,0.001139657960154583
2012-08-16,0.015037593984962294,0.007100524357359861
2012-08-17,-0.14074074074074072,0.0018721167635693536
2012-08-20,-0.1293103448275862,-2.1154171602644212e-05
2012-08-21,-0.01980198019801971,-0.003497563693032446
2012-08-22,-0.010101010101010055,0.00022644126325910285
2012-08-23,0.030612244897959107,-0.008072218409751808
2012-08-24,0.04950495049504955,0.006454695880406369
2012-08-27,0.028301886792452935,-0.0004889698326873138
2012-08-28,0.0,-0.0008082584158135564
2012-08-29,0.0,0.0008443908323281235
2012-08-30,-0.00917431192660545,-0.007805797985097396
2012-08-31,-0.05555555555555569,0.005073312944807951
2012-09-04,0.019607843137255054,-0.0011659486129476093
2012-09-05,0.05769230769230771,-0.001067661252437846
2012-09-06,0.018181818181818077,0.02043550133956562
2012-09-07,-0.017857142857142794,0.00404993994916647
2012-09-10,0.018181818181818077,-0.006147768999666292
2012-09-11,0.008928571428571619,0.003134883981302572
2012-09-12,0.008849557522123908,0.0020926923184241275
2012-09-13,0.0,0.01630979562287682
2012-09-14,0.02631578947368407,0.00395893122555635
2012-09-17,0.017094017094017255,-0.003124637562509802
2012-09-18,0.03361344537815136,-0.001279778810421739
2012-09-19,0.024390243902439046,0.0011854836499192167
2012-09-20,-0.023809523809523725,-0.0005407070257691382
2012-09-21,0.008130081300812941,-7.532905099083553e-05
2012-09-24,-0.024193548387096864,-0.0022326473307536787
2012-09-25,0.008264462809917328,-0.010501822375059366
2012-09-26,0.00819672131147553,-0.005736721259165245
2012-09-27,0.0,0.009648926966762561
2012-09-28,0.008130081300812941,-0.004477766644784609
2012-10-01,0.0,0.00265154407324375
2012-10-02,0.032258064516129004,0.0008722801819327497
2012-10-03,0.0078125,0.0036244163928755846
2012-10-04,0.0,0.007174411953218218
2012-10-05,-0.015503875968992276,-0.00032160941562886514
2012-10-08,-0.07086614173228334,-0.0034567022376157386
2012-10-09,0.008474576271186418,-0.009890925076242563
2012-10-10,0.01680672268907557,-0.006188084468740529
2012-10-11,-0.008264462809917328,0.0001954542916178248
2012-10-12,0.0,-0.002966137182099926
2012-10-15,-0.016666666666666607,0.00807789498736522
2012-10-16,0.008474576271186418,0.010269906189024569
2012-10-17,-0.008403361344537785,0.004117064855799546
2012-10-18,0.008474576271186418,-0.002443682362363253
2012-10-19,-0.01680672268907568,-0.01657128741405567
2012-10-22,0.0,0.0004395788416049484
2012-10-23,-0.008547008547008517,-0.014443932990194086
2012-10-24,0.0,-0.0030853932107195448
2012-10-25,-0.06034482758620685,0.002995563442768523
2012-10-26,-0.06422018348623859,-0.0007289609828942112
2012-10-31,0.0980392156862746,0.00015581398642994237
2012-11-01,-0.05357142857142849,0.010926523906639396
2012-11-02,-0.009433962264150941,-0.00937944367780652
2012-11-05,0.028571428571428692,0.0021637675010606205
2012-11-06,0.0092592592592593,0.00785318149104608
2012-11-07,0.0,-0.023705010536338222
2012-11-08,0.0,-0.012204828867073525
2012-11-09,-0.00917431192660545,0.0016987172506914838
2012-11-12,0.01851851851851838,0.0001304489618436655
2012-11-13,-0.009090909090909038,-0.003985420606798407
2012-11-14,0.0,-0.013852007595323457
2012-11-15,0.02752293577981635,-0.0015935196866078138
2012-11-16,0.0535714285714286,0.004839913398801521
2012-11-19,0.0,0.01986204665117519
2012-11-20,-0.008474576271186529,0.0006633547000842732
2012-11-21,0.008547008547008739,0.0023202023331725385
2012-11-23,0.05084745762711851,0.01302631862720438
2012-11-26,-0.008064516129032251,-0.0020295923074195032
2012-11-27,-0.008130081300813163,-0.005226518001265723
2012-11-28,0.016393442622950838,0.007855948074971142
2012-11-29,0.0,0.004269715517791761
2012-11-30,0.016129032258064502,0.000162435114234194
2012-12-03,0.007936507936507908,-0.0047451595136212
2012-12-04,0.0551181102362206,-0.0017098747037873618
2012-12-05,0.0,0.0015848761593404426
2012-12-06,-0.007462686567164201,0.003306653042688623
2012-12-07,0.015037593984962294,0.002920916021896147
2012-12-10,-0.007407407407407418,0.00033848822695636827
2012-12-11,0.014925373134328401,0.0065489408198511345
2012-12-12,0.007352941176470562,0.00044822949350065144
2012-12-13,0.0,-0.006321404569892497
2012-12-14,-0.007299270072992692,-0.0041354045581035725
2012-12-17,-0.022058823529411686,0.011870569759051541
2012-12-18,0.0,0.01148661875332091
2012-12-19,0.022556390977443552,-0.007589214744365136
2012-12-20,-0.007352941176470562,0.0054881913345081745
2012-12-21,0.0,-0.009378744744370282
2012-12-24,-0.007407407407407418,-0.0024403034646715005
2012-12-26,0.00746268656716409,-0.004787405548624113
2012-12-27,-0.007407407407407418,-0.0012184557306156307
2012-12-28,0.0,-0.011049996474155499
2012-12-31,0.00746268656716409,0.01694202206170714
2013-01-02,-0.014814814814814725,0.02540334738008254
2013-01-03,0.007518796992481258,-0.0020855841687067445
2013-01-04,0.00746268656716409,0.004865113028224677
2013-01-07,0.007407407407407307,-0.0031231460582213932
2013-01-08,0.007352941176470562,-0.0032423780174979377
2013-01-09,0.007299270072992803,0.0026558693339737705
2013-01-10,0.021739130434782483,0.007597431931116505
2013-01-11,0.0,-4.755047142890323e-05
2013-01-14,0.014184397163120588,-0.0009306749091402278
2013-01-15,0.0,0.0011287295672748332
2013-01-16,0.027972027972027913,0.00019696537484570342
2013-01-17,0.054421768707483054,0.00564296530696784
2013-01-18,0.012903225806451646,0.0034032438856401726
2013-01-22,0.1019108280254779,0.004428054213380994
2013-01-23,0.01156069364161838,0.0015074770863483522
2013-01-24,-0.034285714285714364,6.689813421001389e-06
2013-01-25,0.029585798816567976,0.005445471695588733
2013-01-28,0.07471264367816088,-0.0018496832916378159
2013-01-29,0.04278074866310155,0.0051060539401937
2013-01-30,0.01025641025641022,-0.003899617996604321
2013-01-31,0.035532994923857864,-0.0025633172654399017
2013-02-01,0.004901960784313708,0.010052666359613216
2013-02-04,-0.00487804878048792,-0.011538690299173315
2013-02-05,0.009803921568627638,0.01041645773579103
2013-02-06,0.029126213592232997,0.0005491996903306262
2013-02-07,0.04245283018867929,-0.0018054122688674346
2013-02-08,0.02714932126696823,0.005657914786768137
2013-02-11,0.08370044052863457,-0.0006060885548082595
2013-02-12,0.024390243902439046,0.0015952432745993672
2013-02-13,-0.03968253968253965,0.0005923273859276268
2013-02-14,0.12396694214876036,0.0006906395322070491
2013-02-15,-0.00367647058823517,-0.0010451037873510094
2013-02-19,0.08487084870848705,0.007336539916699136
2013-02-20,0.006802721088435382,-0.01240414385932831
2013-02-21,0.006756756756756799,-0.0063031184893680425
2013-02-22,0.016778523489932917,0.008772513677932858
2013-02-25,0.0033003300330032292,-0.018309580364212152
2013-02-26,0.023026315789473673,0.006109486843431933
2013-02-27,-0.006430868167202619,0.012725960960359162
2013-02-28,0.08090614886731395,-0.000864121794998618
2013-03-01,0.03293413173652704,0.002323923204901268
2013-03-04,0.049275362318840665,0.004610723224871549
2013-03-05,0.11325966850828717,0.009565958562811394
2013-03-06,0.017369727047146455,0.0010845634794356407
2013-03-07,0.024390243902439046,0.0018164597200056587
2013-03-08,0.05238095238095242,0.004481110693795198
2013-03-11,0.09502262443438902,0.00324913936487059
2013-03-12,-0.08471074380165289,-0.0024032591792934044
2013-03-13,0.05869074492099324,0.0013140265897144676
2013-03-14,0.006396588486140775,0.005603015721894922
2013-03-15,-0.00423728813559332,-0.0016184438630272302
2013-03-18,0.09787234042553195,-0.005510347920804848
2013-03-19,0.14534883720930236,-0.002422524321886499
2013-03-20,0.09137055837563457,0.006697495382151253
2013-03-21,0.0976744186046512,-0.008282490007762933
2013-03-22,-0.012711864406779516,0.007174278690645686
2013-03-25,0.05293276108726741,-0.0033399919069426742
2013-03-26,0.06657608695652173,0.007785060160212298
2013-03-27,0.132484076433121,-0.0005883218120312783
2013-03-28,-0.030371203599550034,0.004056691301148607
2013-04-01,0.2064965197215778,-0.0044736456388327905
2013-04-02,0.13461538461538458,0.005172292388152311
2013-04-03,0.14406779661016955,-0.010546091386721801
2013-04-04,-0.021481481481481546,0.004048426648816772
2013-04-05,0.07721423164269514,-0.004294926858036674
2013-04-08,0.31763879128601546,0.006302791512154959
2013-04-09,0.22666666666666657,0.003544307036792871
2013-04-10,-0.28260869565217395,0.012189135604133705
2013-04-11,-0.24303030303030304,0.003552241250086574
2013-04-12,-0.06325060048038433,-0.0028367548027137257
2013-04-15,-0.2957264957264957,-0.02296629637788339
2013-04-16,-0.16990291262135926,0.014307248318689014
2013-04-17,0.36111111111111094,-0.01432772121912651
2013-04-18,0.1707841031149302,-0.006700987751367626
2013-04-19,0.08715596330275233,0.008847892787410716
2013-04-22,0.07510548523206761,0.004661629963028435
2013-04-23,0.12637362637362637,0.010419200000000073
2013-04-24,0.07456445993031346,6.3340047378179776e-06
2013-04-25,-0.08106355382619979,0.004034735461967864
2013-04-26,-0.0338743824982356,-0.0018420853415428429
2013-04-29,0.051862673484295074,0.007186014763878923
2013-04-30,-0.03333333333333344,0.0024849241658875254
2013-05-01,-0.1637931034482758,-0.009307886352397654
2013-05-02,-0.08676975945017185,0.009407973715801932
2013-05-03,-0.07714016933207901,0.010534617768013232
2013-05-06,0.1447502548419981,0.00190780589933226
2013-05-07,-0.024042742653606397,0.005230293663060381
2013-05-08,0.03284671532846728,0.004139093212625067
2013-05-09,-0.0035335689045936647,-0.0036871665778561713
2013-05-10,0.043439716312056786,0.004321712455507276
2013-05-13,0.002548853016142605,4.284752402528014e-05
2013-05-14,-0.055932203389830515,0.01014218647667664
2013-05-15,0.025134649910233398,0.005114097701079734
2013-05-16,0.035026269702276736,-0.005009705928453401
2013-05-17,0.04483925549915391,0.01030009633619522
2013-05-20,-0.012145748987854255,-0.0007076589084061835
2013-05-21,0.007377049180327999,0.001722389259972923
2013-05-22,0.007323026851098424,-0.008273622660500024
2013-05-23,0.020193861066235774,-0.0029238529616092412
2013-05-24,0.05384006334125102,-0.0005513447358695966
2013-05-28,-0.030803906836964656,0.006340931134820593
2013-05-29,0.0255813953488373,-0.007047938026336409
2013-05-30,-0.026455026455026398,0.0036703147370720224
2013-05-31,0.0,-0.014307215261029627
2013-06-03,-0.06288819875776408,0.005935955455805386
2013-06-04,0.0057995028997515075,-0.005510783823654886
2013-06-05,0.004118616144975329,-0.013779744755973433
2013-06-06,-0.02378999179655461,0.008490272857231584
2013-06-07,-0.0672268907563025,0.012831574795385103
2013-06-10,-0.042342342342342354,-0.0003468461341870066
2013-06-11,0.02539981185324547,-0.010153334834825611
2013-06-12,-0.0018348623853211565,-0.008369564548959874
2013-06-13,-0.04503676470588225,0.014784312752710083
2013-06-14,-0.037536092396535214,-0.0058850130778067555
2013-06-17,0.019000000000000128,0.007567328321233413
2013-06-18,0.05299313052011767,0.007791146036704388
2013-06-19,0.009319664492078328,-0.01385147202160053
2013-06-20,0.027700831024930705,-0.025010282823694108
2013-06-21,-0.016172506738544423,0.002669705765683039
2013-06-24,-0.0675799086757991,-0.012144960846002695
2013-06-25,0.01175318315377094,0.009497231563356134
2013-06-26,0.006776379477250849,0.00959049892004571
2013-06-27,-0.022115384615384537,0.006199867769419942
2013-06-28,-0.06882989183874144,-0.004289610711629144
2013-07-01,-0.06969376979936648,0.0054037901237642405
2013-07-02,0.026106696935300988,-0.0005449051369693647
2013-07-03,-0.12721238938053092,0.0008239988104679075
2013-07-05,-0.1318124207858049,0.010201744448777639
2013-07-08,0.10948905109489049,0.005251579456948763
2013-07-09,0.009210526315789558,0.007229679480145856
2013-07-10,0.1473272490221642,0.00018156289338633336
2013-07-11,0.011363636363636465,0.013554235093367062
2013-07-12,0.05617977528089879,0.0030865303100859887
2013-07-15,0.05212765957446819,0.0013748445116326113
2013-07-16,-0.018200202224469275,-0.0037087667161961324
2013-07-17,0.014418125643666402,0.0027740326679632776
2013-07-18,-0.08527918781725896,0.005032988083835344
2013-07-19,0.021087680355160954,0.0016100676583579165
2013-07-22,-0.004347826086956608,0.00203298878901248
2013-07-23,0.04366812227074246,-0.0018519283056034341
2013-07-24,-0.005230125523012608,-0.0038111782745112732
2013-07-25,0.018927444794952786,0.002556437358387509
2013-07-26,-0.009287925696594534,0.0008282798402603486
2013-07-29,0.05729166666666674,-0.0037359973989892215
2013-07-30,0.0640394088669951,0.0003738140304867521
2013-07-31,-0.016666666666666607,-0.00013642079290143716
2013-08-01,-0.020715630885122405,0.01254056106256618
2013-08-02,0.004807692307692291,0.0016404295581973205
2013-08-05,0.021052631578947434,-0.001479817742605305
2013-08-06,-0.0009372071227742307,-0.005723022130581068
2013-08-07,-0.0056285178236397115,-0.003805887932507246
2013-08-08,-0.027358490566037785,0.0038854817819991005
2013-08-09,-0.0029097963142580285,-0.003569997879209197
2013-08-12,0.03891050583657596,-0.0011528774639061323
2013-08-13,0.02621722846441954,0.0027760185146821215
2013-08-14,0.027372262773722733,-0.005176606695943664
2013-08-15,-0.023090586145648295,-0.01428156094435129
2013-08-16,-0.009090909090909038,-0.003304601160523002
2013-08-19,0.08715596330275233,-0.005900364167819139
2013-08-20,0.0227848101265824,0.0038212458841111463
2013-08-21,0.017326732673267342,-0.005779647169183222
2013-08-22,-0.010543390105433925,0.008619430241051829
2013-08-23,-0.02868852459016391,0.003946987253765855
2013-08-26,0.013502109704641274,-0.004039675383228136
2013-08-27,0.09325562031640322,-0.01587416555004284
2013-08-28,-0.01904036557501909,0.002747657131642267
2013-08-29,0.0038819875776396895,0.0019633507853402676
2013-08-30,0.06728538283062635,-0.003174273732274413
2013-09-03,0.04347826086956519,0.00416419162630044
2013-09-04,-0.07986111111111116,0.008116992017173086
2013-09-05,-0.017358490566037776,0.0012098628015582147
2013-09-06,-0.06374807987711206,5.437803610708336e-05
2013-09-09,0.091878589007383,0.00999293123969136
2013-09-10,-0.0037565740045079066,0.0073457716948512886
2013-09-11,0.0716440422322775,0.0030522746572130277
2013-09-12,-0.0190007037297677,-0.00338043845056335
2013-09-13,0.009325681492108995,0.002714711717812568
2013-09-16,-0.009239516702203132,0.0056931616893465264
2013-09-17,-0.002152080344332896,0.004217719132893594
2013-09-18,0.009345794392523477,0.01217766723761704
2013-09-19,-0.037749287749287874,-0.0018429227131532278
2013-09-20,-0.009622501850480969,-0.007216925810234809
2013-09-23,-0.002989536621823663,-0.0047195466428058275
2013-09-24,0.010494752623688264,-0.0025971889249282176
2013-09-25,0.0014836795252224366,-0.0027394516383688616
2013-09-26,0.015555555555555545,0.0034854114853171136
2013-09-27,0.013129102844638973,-0.004073775365432963
2013-09-30,0.021598272138228847,-0.006029259642382212
2013-10-01,-0.01127554615926707,0.007998572745383736
2013-10-02,-0.12330719885958663,-0.0006666666666667043
2013-10-03,0.06504065040650397,-0.008979437619179631
2013-10-04,0.04427480916030535,0.007053244850058871
2013-10-07,-0.007309941520467822,-0.008506359065365343
2013-10-08,0.005154639175257714,-0.012332052597665899
2013-10-09,0.0219780219780219,0.0005738620918782633
2013-10-10,0.006451612903225934,0.0218304757304999
2013-10-11,-0.00213675213675224,0.006286335491799466
2013-10-14,0.08065667380442543,0.004074682949741781
2013-10-15,0.04425363276089822,-0.007063749166735023
2013-10-16,-0.033523086654016376,0.013827544374168221
2013-10-17,0.03141361256544495,0.006743961801642717
2013-10-18,0.06789340101522856,0.00654876958139794
2013-10-21,0.1455733808674986,9.17168243050881e-05
2013-10-22,0.05290456431535273,0.0057375075946028975
2013-10-23,0.12315270935960587,-0.0047245350977676015
2013-10-24,-0.09210526315789469,0.003258168325335653
2013-10-25,-0.04396135265700485,0.004394801577562557
2013-10-28,0.04547751389590693,0.0013297192246712886
2013-10-29,0.04398260028999523,0.0055842143793520815
2013-10-30,-0.03703703703703709,-0.004875984085329743
2013-10-31,0.01538461538461533,-0.0038393702752210768
2013-11-01,0.01041666666666674,0.0029034351623078436
2013-11-04,0.11621368322399239,0.003570536545491665
2013-11-05,0.05499580184718744,-0.0028055409433631606
2013-11-06,0.05093513728611221,0.004265529192215345
2013-11-07,0.17228322605073831,-0.013182791204694677
2013-11-08,0.14664082687338498,0.013427582062215393
2013-11-11,0.022535211267605604,0.000722914701713151
2013-11-12,0.04683195592286493,-0.0023703503039127494
2013-11-13,0.1444736842105263,0.008095310829387525
2013-11-14,-0.0034490687514371343,0.0048372615039280475
2013-11-15,0.0011536686663591311,0.004222001317979451
2013-11-18,0.8100944918183914,-0.003698183719093806
2013-11-19,-0.17787114845938368,-0.0020429465317355344
2013-11-20,-0.01192504258943794,-0.003635611090291757
2013-11-21,0.1989028213166144,0.008128575197741128
2013-11-22,0.048503072297032324,0.00496143887295708
2013-11-25,0.034912718204488824,-0.0012633258715840645
2013-11-26,0.16867469879518082,0.00014979361768219235
2013-11-27,0.11329896907216508,0.0024850922202190873
2013-11-29,0.1176034818038707,-0.000785732861893651
2013-12-02,-0.09139116745380738,-0.0027190014453346567
2013-12-03,0.053164326098851244,-0.0031928480204341803
2013-12-04,0.07160793142263389,-0.001303512241316973
2013-12-05,-0.10609243697478987,-0.004339556338931572
2013-12-06,-0.23619271445358403,0.011237906365719308
2013-12-09,0.08757396449704147,0.001817083912713402
2013-12-10,0.12480957562568018,-0.0031796590299552063
2013-12-11,-0.11008996807584415,-0.011316861013413781
2013-12-12,-0.021632786172410046,-0.0037705782675540034
2013-12-13,0.04088888888888875,-0.0001013798929879739
2013-12-16,-0.18883432963279245,0.006319987382556347
2013-12-17,-0.059086721937096964,-0.0031009661132691546
2013-12-18,-0.2433566433566433,0.01664795058955648
2013-12-19,0.35304990757855825,-0.0005799022450502234
2013-12-20,-0.11202185792349728,0.004818744473916947
2013-12-23,0.09723076923076923,0.005318095824717428
2013-12-24,-0.014582164890633909,0.0029157708740199517
2013-12-26,0.14114968696642016,0.004745489058102237
2013-12-27,0.0012468827930174342,-0.0003365870077414179
2013-12-30,0.0022415940224158604,-0.00017921146953414624
2013-12-31,0.0013667992047714517,0.003959653896918658
2014-01-02,0.063283285767465,-0.008861910017529007
2014-01-03,0.031975726455829134,-0.000332973067391662
2014-01-06,0.14519959289833784,-0.0025117807979817552
2014-01-07,-0.1311345906981337,0.006081772746432401
2014-01-08,0.06693942493465155,-0.0002122010142120434
2014-01-09,-0.0019173412867490303,0.00034830121524476176
2014-01-10,0.022198505869797103,0.0023066921273249275
2014-01-13,-0.036437669659636684,-0.01257619262146037
2014-01-14,-0.0039007476432982857,0.010817941952506738
2014-01-15,0.023822473621233575,0.005166188114504422
2014-01-16,-0.029430514237144156,-0.001347125591058096
2014-01-17,-0.021127531472359018,-0.0038951400137603454
2014-01-21,0.07604562737642584,0.002773698808941072
2014-01-22,-0.011639991685720275,0.0005748996637378045
2014-01-23,-0.0071503680336487685,-0.008889563435707792
2014-01-24,-0.029337004871849204,-0.020875490850223777
2014-01-27,0.029459901800327426,-0.0048763049561803
2014-01-28,-0.0114467408585055,0.006140685691192083
2014-01-29,-0.007505092741503128,-0.010209205020920487
2014-01-30,0.016960138273738767,0.011267049938000318
2014-01-31,-0.002761844062035279,-0.00646531303819553
2014-02-03,-0.007562846186621175,-0.02283194677407585
2014-02-04,-0.005473864977997178,0.00764112544420148
2014-02-05,-0.023850636736455932,-0.0020282588878759444
