,Price
2013-09-13,0.009325681492108995
2013-09-14,-0.028429282160625458
2013-09-15,0.0117044623262621
2013-09-16,0.00795372378886472
2013-09-17,-0.002152080344332896
2013-09-18,0.009345794392523477
2013-09-19,-0.037749287749287874
2013-09-20,-0.009622501850480969
2013-09-21,0.004484304932735439
2013-09-22,-0.0029761904761904656
2013-09-23,-0.004477611940298498
2013-09-24,0.010494752623688264
2013-09-25,0.0014836795252224366
2013-09-26,0.015555555555555545
2013-09-27,0.013129102844638973
2013-09-28,0.02591792656587466
2013-09-29,0.009824561403508847
2013-09-30,-0.013898540653231373
2013-10-01,-0.01127554615926707
2013-10-02,-0.12330719885958663
2013-10-03,0.06504065040650397
2013-10-04,0.04427480916030535
2013-10-05,-0.0007309941520469154
2013-10-06,0.008046817849305166
2013-10-07,-0.014513788098693747
2013-10-08,0.005154639175257714
2013-10-09,0.0219780219780219
2013-10-10,0.006451612903225934
2013-10-11,-0.00213675213675224
2013-10-12,0.019985724482512568
2013-10-13,0.03219034289713085
2013-10-14,0.026440677966101722
2013-10-15,0.04425363276089822
2013-10-16,-0.033523086654016376
2013-10-17,0.03141361256544495
2013-10-18,0.06789340101522856
2013-10-19,0.08793820558526422
2013-10-20,0.016384489350081965
2013-10-21,0.03600214938205282
2013-10-22,0.05290456431535273
2013-10-23,0.12315270935960587
2013-10-24,-0.09210526315789469
2013-10-25,-0.04396135265700485
2013-10-26,-0.04699343102577069
2013-10-27,0.09703075291622487
2013-10-28,0.0
2013-10-29,0.04398260028999523
2013-10-30,-0.03703703703703709
2013-10-31,0.01538461538461533
2013-11-01,0.01041666666666674
2013-11-02,-0.007966260543580184
2013-11-03,0.058101086443079986
2013-11-04,0.06339285714285703
2013-11-05,0.05499580184718744
2013-11-06,0.05093513728611221
2013-11-07,0.17228322605073831
2013-11-08,0.14664082687338498
2013-11-09,0.0360563380281691
2013-11-10,-0.08564437194127239
2013-11-11,0.07939339875111506
2013-11-12,0.04683195592286493
2013-11-13,0.1444736842105263
2013-11-14,-0.0034490687514371343
2013-11-15,0.0011536686663591311
2013-11-16,0.06476146577552444
2013-11-17,0.14350649350649336
2013-11-18,0.4866553094832482
2013-11-19,-0.17787114845938368
2013-11-20,-0.01192504258943794
2013-11-21,0.1989028213166144
2013-11-22,0.048503072297032324
2013-11-23,0.03802992518703241
2013-11-24,-0.04504504504504503
2013-11-25,0.04402515723270439
2013-11-26,0.16867469879518082
2013-11-27,0.11329896907216508
2013-11-28,0.01990925085656081
2013-11-29,0.0957871799527874
2013-11-30,-0.000994282873477581
2013-12-01,-0.16695695446628522
2013-12-02,0.0917960971724412
2013-12-03,0.053164326098851244
2013-12-04,0.07160793142263389
2013-12-05,-0.10609243697478987
2013-12-06,-0.23619271445358403
2013-12-07,-0.17514792899408282
2013-12-08,0.15351506456241037
2013-12-09,0.14303482587064686
2013-12-10,0.12480957562568018
2013-12-11,-0.11008996807584415
2013-12-12,-0.021632786172410046
2013-12-13,0.04088888888888875
2013-12-14,-0.02978223740392827
2013-12-15,0.012102541533722144
2013-12-16,-0.17393194912490484
2013-12-17,-0.059086721937096964
2013-12-18,-0.2433566433566433
2013-12-19,0.35304990757855825
2013-12-20,-0.11202185792349728
2013-12-21,-0.014615384615384586
2013-12-22,-0.0015612802498048417
2013-12-23,0.11524628616106347
2013-12-24,-0.014582164890633909
2013-12-25,0.006402959590210644
2013-12-26,0.13388943871058956
2013-12-27,0.0012468827930174342
2013-12-28,-0.05105853051058529
2013-12-29,0.030183727034120755
2013-12-30,0.025222929936305594
2013-12-31,0.0013667992047714517
2014-01-01,0.01240848740538536
2014-01-02,0.05025125628140703
2014-01-03,0.031975726455829134
2014-01-04,0.045685853217234174
2014-01-05,0.09732886341516167
2014-01-06,-0.0019710259189907875
2014-01-07,-0.1311345906981337
2014-01-08,0.06693942493465155
2014-01-09,-0.0019173412867490303
2014-01-10,0.022198505869797103
2014-01-11,0.049592816871998346
2014-01-12,-0.06515468019496673
2014-01-13,-0.017982549478612442
2014-01-14,-0.0039007476432982857
2014-01-15,0.023822473621233575
2014-01-16,-0.029430514237144156
2014-01-17,-0.021127531472359018
2014-01-18,0.01286065757101329
2014-01-19,0.05421221154907796
2014-01-20,0.0012568077084207374
2014-01-21,0.0064853556485355845
2014-01-22,-0.011639991685720275
2014-01-23,-0.0071503680336487685
2014-01-24,-0.029337004871849204
